,Period,District,Parameter,MonthlyAverage,PDKnorm
1867,2018-03-01,Донской район,Озон,0.0378,0.03
1868,2018-03-01,Донской район,Диоксид серы,0.0057,0.05
1869,2018-03-01,район Южное Медведково,Диоксид азота,0.0237,0.04
1870,2018-03-01,район Южное Медведково,Озон,0.0443,0.03
1871,2018-03-01,район Царицыно,Диоксид азота,0.031,0.04
1872,2018-03-01,район Царицыно,Взвешенные частицы РМ10,0.011,0.04
1873,2018-03-01,район Царицыно,Диоксид серы,0.0042,0.05
1874,2018-03-01,поселение Сосенское,Диоксид азота,0.0408,0.04
1875,2018-03-01,район Сокол,Диоксид азота,0.0462,0.04
1876,2018-03-01,поселение Вороновское,Диоксид азота,0.008,0.04
1877,2018-03-01,Пресненский район,Диоксид азота,0.0286,0.04
1878,2018-03-01,Пресненский район,Озон,0.0407,0.03
1879,2018-03-01,Пресненский район,Взвешенные частицы РМ10,0.018,0.04
1880,2018-03-01,Пресненский район,Диоксид серы,0.0067,0.05
1881,2018-03-01,Мещанский район,Диоксид азота,0.0397,0.04
1882,2018-03-01,Мещанский район,Взвешенные частицы РМ10,0.027,0.04
1883,2018-03-01,Мещанский район,Диоксид серы,0.003,0.05
1884,2018-03-01,Можайский район,Диоксид азота,0.0648,0.04
1885,2018-03-01,Можайский район,Озон,0.0516,0.03
1886,2018-03-01,поселение Троицк,Диоксид азота,0.0401,0.04
1887,2018-03-01,район Северное Тушино,Диоксид азота,0.048,0.04
1888,2018-03-01,район Хамовники,Диоксид азота,0.0755,0.04
1889,2018-03-01,район Хамовники,Озон,0.0361,0.03
1890,2018-03-01,район Хамовники,Диоксид серы,0.0078,0.05
1891,2018-03-01,Тверской район,Диоксид азота,0.0478,0.04
1892,2018-03-01,Академический район,Диоксид азота,0.0419,0.04
1893,2018-03-01,Академический район,Взвешенные частицы РМ10,0.013,0.04
1894,2018-03-01,Донской район,Диоксид азота,0.0453,0.04
1895,2018-03-01,Донской район,Озон,0.0465,0.03
1896,2018-03-01,поселение Щербинка,Диоксид азота,0.046,0.04
1897,2018-03-01,район Хорошёво-Мнёвники,Диоксид серы,0.0041,0.05
1898,2018-01-01,район Косино-Ухтомский,Диоксид азота,0.0238,0.04
1899,2018-04-01,район Тропарёво-Никулино,Диоксид азота,0.0439,0.04
1900,2018-04-01,район Бирюлёво Западное,Диоксид азота,0.049,0.04
1901,2018-04-01,район Бирюлёво Западное,Диоксид серы,0.0044,0.05
1902,2018-04-01,район Коньково,Диоксид азота,0.0413,0.04
1903,2018-04-01,Рязанский район,Диоксид азота,0.0564,0.04
1904,2018-04-01,Рязанский район,Взвешенные частицы РМ10,0.026,0.04
1905,2018-04-01,Рязанский район,Диоксид серы,0.0068,0.05
1906,2018-04-01,район Богородское,Диоксид азота,0.0261,0.04
1907,2018-04-01,район Орехово-Борисово Южное,Диоксид серы,0.005,0.05
1908,2018-04-01,район Орехово-Борисово Южное,Диоксид азота,0.0434,0.04
1909,2018-04-01,район Печатники,Диоксид серы,0.0029,0.05
1910,2018-04-01,район Печатники,Взвешенные частицы РМ10,0.019,0.04
1911,2018-04-01,район Печатники,Диоксид азота,0.0569,0.04
1912,2018-04-01,Дмитровский район,Взвешенные частицы РМ10,0.041,0.04
1913,2018-04-01,Дмитровский район,Диоксид азота,0.036,0.04
1914,2018-04-01,район Силино,Взвешенные частицы РМ10,0.018,0.04
1915,2018-04-01,район Силино,Диоксид азота,0.0197,0.04
1916,2018-04-01,район Крюково,Диоксид азота,0.0405,0.04
1917,2018-04-01,район Крюково,Озон,0.0423,0.03
1918,2018-04-01,район Савёлки,Диоксид азота,0.0219,0.04
1919,2018-04-01,Басманный район,Диоксид азота,0.0437,0.04
1920,2018-04-01,район Косино-Ухтомский,Диоксид серы,0.0029,0.05
1921,2018-04-01,район Косино-Ухтомский,Взвешенные частицы РМ10,0.031,0.04
1922,2018-04-01,район Косино-Ухтомский,Диоксид азота,0.0315,0.04
1923,2018-04-01,Даниловский район,Диоксид серы,0.0022,0.05
1924,2018-04-01,Даниловский район,Озон,0.0348,0.03
1925,2018-04-01,Даниловский район,Диоксид азота,0.0577,0.04
1926,2018-04-01,район Коптево,Диоксид азота,0.0368,0.04
1927,2018-04-01,поселение Новофедоровское,Диоксид азота,0.0187,0.04
1928,2018-04-01,район Люблино,Диоксид серы,0.0042,0.05
1929,2018-04-01,район Люблино,Диоксид азота,0.0566,0.04
1930,2018-04-01,район Аэропорт,Диоксид азота,0.0828,0.04
1931,2018-04-01,район Марьино,Диоксид серы,0.0026,0.05
1932,2018-04-01,район Марьино,Диоксид азота,0.0274,0.04
1933,2018-04-01,район Марьино,Взвешенные частицы РМ10,0.038,0.04
1934,2018-04-01,район Марьино,Озон,0.0545,0.03
1935,2018-04-01,район Раменки,Диоксид серы,0.0044,0.05
1936,2018-04-01,район Раменки,Взвешенные частицы РМ10,0.025,0.04
1937,2018-04-01,район Раменки,Диоксид азота,0.0403,0.04
1938,2018-04-01,район Раменки,Озон,0.0741,0.03
1939,2018-04-01,район Южное Бутово,Взвешенные частицы РМ10,0.034,0.04
1940,2018-04-01,район Южное Бутово,Диоксид азота,0.0347,0.04
1941,2018-04-01,район Хорошёво-Мнёвники,Диоксид серы,0.0028,0.05
1942,2018-04-01,район Хорошёво-Мнёвники,Взвешенные частицы РМ10,0.028,0.04
1943,2018-04-01,район Хорошёво-Мнёвники,Диоксид азота,0.0508,0.04
1944,2018-04-01,Савёловский район,Диоксид серы,0.003,0.05
1945,2018-04-01,Савёловский район,Озон,0.0352,0.03
1946,2018-04-01,Савёловский район,Диоксид азота,0.0773,0.04
1947,2018-04-01,район Новокосино,Взвешенные частицы РМ10,0.039,0.04
1948,2018-04-01,район Новокосино,Диоксид азота,0.057,0.04
1949,2018-04-01,Останкинский район,Диоксид серы,0.0032,0.05
1950,2018-04-01,Останкинский район,Взвешенные частицы РМ10,0.029,0.04
1951,2018-04-01,Останкинский район,Диоксид азота,0.0276,0.04
1952,2018-04-01,Донской район,Диоксид серы,0.0028,0.05
1953,2018-04-01,Донской район,Озон,0.0393,0.03
1954,2018-04-01,Донской район,Диоксид азота,0.0578,0.04
1955,2018-04-01,район Южное Медведково,Диоксид азота,0.0238,0.04
1956,2018-04-01,район Южное Медведково,Озон,0.0484,0.03
1957,2018-04-01,район Царицыно,Диоксид серы,0.0034,0.05
1958,2018-04-01,район Царицыно,Взвешенные частицы РМ10,0.019,0.04
1959,2018-04-01,район Царицыно,Диоксид азота,0.026,0.04
1960,2018-04-01,поселение Сосенское,Диоксид азота,0.034,0.04
1961,2018-04-01,район Сокол,Диоксид азота,0.041,0.04
1962,2018-04-01,поселение Вороновское,Диоксид азота,0.005,0.04
1963,2018-04-01,Пресненский район,Диоксид серы,0.003,0.05
1964,2018-04-01,Пресненский район,Диоксид азота,0.026,0.04
1965,2018-04-01,Пресненский район,Взвешенные частицы РМ10,0.033,0.04
1966,2018-04-01,Пресненский район,Озон,0.046,0.03
1967,2018-04-01,Мещанский район,Диоксид серы,0.002,0.05
1968,2018-04-01,Мещанский район,Взвешенные частицы РМ10,0.057,0.04
1969,2018-04-01,Мещанский район,Диоксид азота,0.037,0.04
1970,2018-04-01,Можайский район,Диоксид азота,0.058,0.04
1971,2018-04-01,Можайский район,Озон,0.057,0.03
1972,2018-04-01,поселение Троицк,Диоксид азота,0.033,0.04
1973,2018-04-01,район Северное Тушино,Озон,0.05,0.03
1974,2018-04-01,район Северное Тушино,Диоксид азота,0.042,0.04
1975,2018-04-01,район Хамовники,Диоксид азота,0.077,0.04
1976,2018-04-01,район Хамовники,Озон,0.032,0.03
1977,2018-04-01,район Хамовники,Диоксид серы,0.0055,0.05
1978,2018-04-01,Тверской район,Диоксид азота,0.035,0.04
1979,2018-04-01,Академический район,Взвешенные частицы РМ10,0.014,0.04
1980,2018-04-01,Академический район,Диоксид азота,0.039,0.04
1981,2018-04-01,Донской район,Озон,0.052,0.03
1982,2018-04-01,Донской район,Диоксид азота,0.043,0.04
1983,2018-04-01,Донской район,Взвешенные частицы РМ10,0.027,0.04
